PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173290.3474600001,1907895.7600199999,"(41.902691, -87.638912)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173292.5787599999,1907839.22798,"(41.902536, -87.638906)"
SHABBONA,148,HORSESHOE COURT,OUTDOOR,1129320.01086,1922531.1021400001,"(41.943716, -87.800091)"
SHABBONA,148,HORSESHOE COURT,OUTDOOR,1129338.17946,1922531.59296,"(41.943717, -87.800024)"
SHABBONA,148,GYMNASTIC CENTER,INDOOR,1129456.0296199999,1922586.0987499999,"(41.943864, -87.79959)"
SHABBONA,148,FITNESS CENTER,INDOOR,1129474.68936,1922516.8616899999,"(41.943674, -87.799523)"
SHERIDAN (PHILIP HENRY),205,BOXING CENTER,INDOOR,1169102.46083,1896146.5781400001,"(41.870543, -87.654636)"
SHERMAN (JOHN),7,LAGOON,OUTDOOR,1168583.8371900001,1869609.37564,"(41.797733, -87.657307)"
SHERMAN (JOHN),7,VOLLEYBALL,OUTDOOR,1168217.3805800001,1869815.95429,"(41.798308, -87.658645)"
SHERMAN (JOHN),7,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1168535.45245,1868824.4677599999,"(41.795581, -87.657507)"
LINCOLN (ABRAHAM),100,LAGOON,OUTDOOR,1175510.26199,1914595.4818599999,"(41.921026, -87.630556)"
MARQUETTE (JACQUES),10,LAGOON,OUTDOOR,1154535.39121,1858736.8471899999,"(41.768189, -87.709115)"
MCKINLEY (WILLIAM),23,LAGOON,OUTDOOR,1162878.6238599999,1879610.48064,"(41.825299, -87.677949)"
PROSPECT GARDENS,49,GARDEN,OUTDOOR,1165854.85873,1831837.37179,"(41.69414, -87.668385)"
RIDGE PARK WETLANDS,490,WETLAND AREA,OUTDOOR,1165889.0640400001,1841334.4029900001,"(41.720201, -87.667991)"
RENAISSANCE,168,GARDEN,OUTDOOR,1168995.7901099999,1852480.88693,"(41.750722, -87.656291)"
DAWES (CHARLES G.),239,BASKETBALL BACKBOARD,OUTDOOR,1163900.6287100001,1851080.01572,"(41.746986, -87.675001)"
DAWES (CHARLES G.),239,BASKETBALL BACKBOARD,OUTDOOR,1163836.74006,1851078.9740500001,"(41.746985, -87.675235)"
HARDING (GEORGE),1033,BASKETBALL BACKBOARD,OUTDOOR,1179140.47881,1872352.5141799999,"(41.805026, -87.618511)"
PALMISANO (HENRY),531,CASTING PIER,OUTDOOR,1170460.74682,1886401.05859,"(41.843771, -87.649934)"
PALMISANO (HENRY),531,LAGOON,OUTDOOR,1170291.4423700001,1886394.93918,"(41.843758, -87.650556)"
PALMISANO (HENRY),531,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1170417.91062,1885909.4641,"(41.842423, -87.650106)"
PALMISANO (HENRY),531,WETLAND AREA,OUTDOOR,1170093.5805599999,1886329.66503,"(41.843583, -87.651284)"
EDISON (THOMAS ALVA),62,MODEL TRAIN DISPLAY,SPECIAL,1124432.5268699999,1944478.26954,"(42.004023, -87.81757)"
CALUMET,11,MODEL TRAIN DISPLAY,SPECIAL,1203443.5305999999,1840794.9089899999,"(41.717842, -87.53046)"
SIMONS (ALMIRA),124,BOXING CENTER,INDOOR,1152466.39469,1910811.38543,"(41.911129, -87.715325)"
TAYLOR (ROBERT ROCHON),271,BOXING CENTER,INDOOR,1176486.9444200001,1873741.90215,"(41.808899, -87.628201)"
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,SPRAY FEATURE,OUTDOOR,1172292.9839699999,1877304.7792100001,"(41.81877, -87.643478)"
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,FITNESS CENTER,INDOOR,1172215.5625400001,1877000.52654,"(41.817936, -87.643771)"
TRUMBULL (LYMAN),16,GYMNASIUM,INDOOR,1194203.3335299999,1836370.9513000001,"(41.705933, -87.564447)"
UNION,210,HORSESHOE COURT,OUTDOOR,1166370.8002800001,1901025.0851199999,"(41.883989, -87.664525)"
UNION,210,HORSESHOE COURT,OUTDOOR,1166358.83672,1901033.06115,"(41.884011, -87.664569)"
WARREN (LAURENCE),428,HORSESHOE COURT,OUTDOOR,1159928.9991899999,1944323.1402499999,"(42.002936, -87.686981)"
WARREN (LAURENCE),428,HORSESHOE COURT,OUTDOOR,1159915.30171,1944320.0963000001,"(42.002928, -87.687032)"
WASHINGTON (GEORGE),21,PLAYGROUND,OUTDOOR,1180206.3979400001,1867568.2389700001,"(41.791874, -87.614748)"
WASHINGTON (GEORGE),21,SPRAY FEATURE,OUTDOOR,1180018.96557,1870253.2083399999,"(41.799246, -87.615353)"
WASHINGTON (GEORGE),21,POOL (INDOOR),INDOOR,1180054.7725800001,1868193.8666600001,"(41.793594, -87.615285)"
WASHINGTON (GEORGE),21,CRICKET FIELD,SPECIAL,1181139.49712,1868915.8241999999,"(41.79555, -87.611285)"
WASHINGTON (GEORGE),21,CRICKET FIELD,SPECIAL,1181514.93141,1869169.73052,"(41.796238, -87.609901)"
WASHINGTON (GEORGE),21,CRICKET FIELD,SPECIAL,1181111.28556,1869345.5116699999,"(41.79673, -87.611375)"
WASHINGTON (GEORGE),21,CRICKET FIELD,SPECIAL,1180731.5110599999,1869095.9458900001,"(41.796054, -87.612776)"
WASHINGTON (GEORGE),21,LAGOON,OUTDOOR,1180968.42692,1866740.3003400001,"(41.789584, -87.611979)"
WASHINGTON (GEORGE),21,CASTING PIER,OUTDOOR,1181214.2013699999,1867797.12959,"(41.792479, -87.611046)"
WENTWORTH (JOHN) GARDENS,286,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1175272.21686,1879776.9005799999,"(41.825487, -87.632476)"
WHITE (WILLYE B.),1043,GYMNASIUM,INDOOR,1164086.37867,1950475.5032800001,"(42.019732, -87.671512)"
WILSON (FRANK),145,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1140086.4719400001,1930228.4850399999,"(41.964647, -87.760329)"
JACKSON (ANDREW),19,LAGOON,OUTDOOR,1189288.8781300001,1865196.9802600001,"(41.785154, -87.581521)"
JACKSON (ANDREW),19,LAGOON,OUTDOOR,1190524.2582100001,1862311.1326900001,"(41.777205, -87.577084)"
ALTGELD (JOHN),206,BASEBALL JR/SOFTBALL,OUTDOOR,1158711.32938,1897365.72367,"(41.874107, -87.692752)"
BLACKHAWK,122,SHUFFLEBOARD,SPECIAL,1142403.0916500001,1914920.36146,"(41.922598, -87.752192)"
CURIE (MARIE),408,TENNIS COURT,OUTDOOR,1151609.4334799999,1871197.23007,"(41.80244, -87.719514)"
CURIE (MARIE),408,TENNIS COURT,OUTDOOR,1151568.7695200001,1871173.05165,"(41.802375, -87.719663)"
CURIE (MARIE),408,TENNIS COURT,OUTDOOR,1151529.2046300001,1871153.2692,"(41.802321, -87.719809)"
CURIE (MARIE),408,TENNIS COURT,OUTDOOR,1151485.2434400001,1871130.1895300001,"(41.802259, -87.719971)"
CURIE (MARIE),408,TENNIS COURT,OUTDOOR,1151441.28257,1871108.20893,"(41.802199, -87.720133)"
GARFIELD (JAMES),204,ARTIFICIAL TURF FIELD,OUTDOOR,1151478.3448300001,1898113.9232900001,"(41.876306, -87.719289)"
LA FOLLETTE (ROBERT),201,ARTIFICIAL TURF FIELD,OUTDOOR,1141819.5603400001,1908725.11335,"(41.905608, -87.75449)"
PASTEUR (LOUIS),247,ARTIFICIAL TURF FIELD,OUTDOOR,1148404.25419,1865446.5716299999,"(41.786722, -87.731416)"
JACKSON (ANDREW),19,ARTIFICIAL TURF FIELD,OUTDOOR,1188730.8070700001,1862765.7197100001,"(41.778495, -87.583645)"
BARTELME (MARY),542,SPRAY FEATURE,OUTDOOR,1170205.49963,1899667.61145,"(41.880181, -87.650484)"
PARK NO. 484,484,BASEBALL SR,OUTDOOR,1146465.60387,1859287.7693099999,"(41.769858, -87.738681)"
PARK NO. 484,484,BASEBALL JR/SOFTBALL,OUTDOOR,1146164.3324899999,1859317.6094800001,"(41.769946, -87.739784)"
PARK NO. 484,484,BASEBALL JR/SOFTBALL,OUTDOOR,1146171.21863,1859083.4787099999,"(41.769303, -87.739765)"
PARK NO. 484,484,BASEBALL JR/SOFTBALL,OUTDOOR,1146436.3375200001,1859547.1497,"(41.77057, -87.738781)"
PARK NO. 484,484,BASEBALL JR/SOFTBALL,OUTDOOR,1146611.9356,1859544.8541000001,"(41.770561, -87.738138)"
HUMBOLDT (BARON VON),219,PLAYGROUND,OUTDOOR,1157365.59191,1908752.1552899999,"(41.90538, -87.697383)"
COLISEUM,507,PLAYGROUND,OUTDOOR,1176853.82525,1893117.6235700001,"(41.862059, -87.62627)"
"WILLIAMS-DAVIS (HATTIE KAY,IZORA)",532,PLAYGROUND,OUTDOOR,1184215.49819,1877943.16179,"(41.82025, -87.599723)"
WELLES (GIDEON),110,PLAYGROUND,OUTDOOR,1159892.3135599999,1929700.9188399999,"(41.962813, -87.687522)"
PARK NO. 540,540,PLAYGROUND,OUTDOOR,1176277.90973,1888345.0045100001,"(41.848976, -87.628528)"
JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,1191721.3463600001,1863852.1978500001,"(41.781405, -87.572646)"
MORAN (TERRENCE),1051,PLAYGROUND,OUTDOOR,1169442.2875699999,1866793.6102700001,"(41.789988, -87.65424)"
MORAN (TERRENCE),1051,SPRAY FEATURE,OUTDOOR,1169409.9667700001,1866923.66218,"(41.790346, -87.654355)"
MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL COURT,OUTDOOR,1171667.3260999999,1827387.4335099999,"(41.681804, -87.647234)"
MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL COURT,OUTDOOR,1171628.20676,1827388.0545699999,"(41.681806, -87.647377)"
MORGAN (THOMAS LEEDS) FIELD,1132,PLAYGROUND,OUTDOOR,1171527.6134599999,1827300.5012699999,"(41.681568, -87.647748)"
MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL COURT,OUTDOOR,1171635.6578599999,1827287.46159,"(41.68153, -87.647353)"
MOUNT GREENWOOD,251,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1153476.4681299999,1830116.67411,"(41.689671, -87.713751)"
MOUNT GREENWOOD,251,GYMNASIUM,INDOOR,1152905.7100800001,1830479.88369,"(41.690679, -87.715831)"
MOUNT GREENWOOD,251,ICESKATING,OUTDOOR,1153176.28238,1830600.3611399999,"(41.691005, -87.714838)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153895.16808,1830106.2538600001,"(41.689635, -87.712219)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153731.1405199999,1829921.9760100001,"(41.689132, -87.712824)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153429.41114,1829865.27501,"(41.688982, -87.71393)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153137.8067300001,1830098.1534800001,"(41.689627, -87.714992)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153261.33372,1830322.9319,"(41.690242, -87.714533)"
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR,1153526.6123899999,1830361.4075499999,"(41.690342, -87.713561)"
MOUNT GREENWOOD,251,POOL (OUTDOOR),OUTDOOR,1153482.06195,1830488.9843900001,"(41.690693, -87.713721)"
MOUNT GREENWOOD,251,PLAYGROUND,OUTDOOR,1153868.8426699999,1830584.16071,"(41.690947, -87.712302)"
MOUNT GREENWOOD,251,SPRAY FEATURE,OUTDOOR,1153836.44215,1830555.8103700001,"(41.690869, -87.712422)"
MOUNT GREENWOOD,251,BASEBALL SR,OUTDOOR,1153749.3658799999,1830296.6065,"(41.69016, -87.712747)"
MOUNT GREENWOOD,251,BASEBALL SR,OUTDOOR,1153261.33372,1829903.7506500001,"(41.689091, -87.714544)"
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR,1153158.0570199999,1830478.85941,"(41.690672, -87.714907)"
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR,1153200.58253,1830484.9342,"(41.690687, -87.714752)"
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR,1153109.4564,1830478.85941,"(41.690673, -87.715085)"
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR,1153247.1582200001,1830484.9342,"(41.690686, -87.714581)"
MOZART (AMADEUS),128,BASKETBALL COURT,OUTDOOR,1150088.9614500001,1913271.2788,"(41.917926, -87.723995)"
MOZART (AMADEUS),128,BASKETBALL COURT,OUTDOOR,1150124.8137399999,1913185.2327099999,"(41.917689, -87.723865)"
MOZART (AMADEUS),128,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1150217.5346899999,1913481.97392,"(41.918502, -87.723517)"
MOZART (AMADEUS),128,FITNESS CENTER,INDOOR,1150200.90316,1913192.90133,"(41.917709, -87.723586)"
MOZART (AMADEUS),128,GYMNASIUM,INDOOR,1150154.17622,1913295.06681,"(41.91799, -87.723755)"
MOZART (AMADEUS),128,BASEBALL JR/SOFTBALL,OUTDOOR,1150075.4171899999,1913435.40347,"(41.918377, -87.72404)"
MOZART (AMADEUS),128,BASEBALL JR/SOFTBALL,OUTDOOR,1150284.9548299999,1913593.9510600001,"(41.918808, -87.723266)"
MOZART (AMADEUS),128,PLAYGROUND,OUTDOOR,1150313.63686,1913219.49183,"(41.91778, -87.723171)"
MULBERRY,1284,PLAYGROUND PARK,OUTDOOR,1165949.1557799999,1883571.55736,"(41.836104, -87.666571)"
MULBERRY,1284,SPRAY FEATURE,OUTDOOR,1165946.6672700001,1883640.2432500001,"(41.836292, -87.666579)"
MUNROE,1052,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1161005.06232,1834718.1563800001,"(41.702147, -87.686062)"
MUNROE,1052,BASEBALL JR/SOFTBALL,OUTDOOR,1160678.4688200001,1834330.7975699999,"(41.701091, -87.687269)"
MUNROE,1052,BASEBALL JR/SOFTBALL,OUTDOOR,1160825.3894499999,1834626.2448199999,"(41.701898, -87.686723)"
MUNROE,1052,PLAYGROUND,OUTDOOR,1160683.28574,1834779.58834,"(41.702322, -87.687239)"
MUNROE,1052,VOLLEYBALL (SAND),OUTDOOR,1160819.7697099999,1834830.1676400001,"(41.702458, -87.686738)"
MUNROE,1052,SPRAY FEATURE,OUTDOOR,1160741.0907399999,1834817.32219,"(41.702424, -87.687026)"
MUNROE,1052,TENNIS COURT,OUTDOOR,1161043.7636899999,1834346.8543,"(41.701127, -87.685931)"
MUNROE,1052,TENNIS COURT,OUTDOOR,1160989.1699699999,1834344.4458399999,"(41.701122, -87.686131)"
MUNROE,1052,TRACK,OUTDOOR,1161053.3978599999,1834656.75296,"(41.701977, -87.685887)"
MURRAY (DAVID),1053,BASKETBALL COURT,OUTDOOR,1165783.2634000001,1856143.1515899999,"(41.76084, -87.667959)"
MURRAY (DAVID),1053,BASEBALL JR/SOFTBALL,OUTDOOR,1165702.12347,1856046.17934,"(41.760576, -87.668259)"
MURRAY (DAVID),1053,PLAYGROUND,OUTDOOR,1165677.05593,1856170.8578999999,"(41.760919, -87.668348)"
MURRAY (DAVID),1053,SPRAY FEATURE,OUTDOOR,1165700.1444699999,1856221.65274,"(41.761058, -87.668262)"
MURRAY (DAVID),1053,BASEBALL SR,OUTDOOR,1165870.9997700001,1855804.0794299999,"(41.759908, -87.667647)"
NASH (DON) COMM. CTR.,482,FITNESS CENTER,INDOOR,1189744.4110099999,1858179.9454099999,"(41.765887, -87.580076)"
NASH (DON) COMM. CTR.,482,GYMNASIUM,INDOOR,1189818.0020699999,1858171.59176,"(41.765863, -87.579806)"
NASH (DON) COMM. CTR.,482,POOL (INDOOR),INDOOR,1189776.6317499999,1858176.36537,"(41.765877, -87.579958)"
NASH (DON) COMM. CTR.,482,PLAYGROUND,OUTDOOR,1189662.43316,1858155.3093099999,"(41.765822, -87.580377)"
NELSON (ANDREW),1133,PLAYGROUND PARK,OUTDOOR,1156008.2711400001,1920307.1741800001,"(41.937116, -87.702057)"
NICHOLS (JOHN FOUNTAIN),277,GYMNASIUM,INDOOR,1186127.1994099999,1870194.46371,"(41.798942, -87.592955)"
NICHOLS (JOHN FOUNTAIN),277,BASEBALL JR/SOFTBALL,OUTDOOR,1185790.8008099999,1869191.96735,"(41.796199, -87.59422)"
NICHOLS (JOHN FOUNTAIN),277,PLAYGROUND,OUTDOOR,1185875.73863,1869634.8568899999,"(41.797413, -87.593895)"
NICHOLS (JOHN FOUNTAIN),277,PLAYGROUND,OUTDOOR,1185683.6176199999,1869208.14613,"(41.796246, -87.594613)"
NICHOLS (JOHN FOUNTAIN),277,TENNIS COURT,OUTDOOR,1185701.8183800001,1869752.1519299999,"(41.797739, -87.594529)"
NICHOLS (JOHN FOUNTAIN),277,TENNIS COURT,OUTDOOR,1185655.3050200001,1869752.1519299999,"(41.79774, -87.594699)"
NINEBARK,355,PLAYGROUND PARK,OUTDOOR,1150367.65512,1892545.1719599999,"(41.861046, -87.723512)"
NINEBARK,355,SPRAY FEATURE,OUTDOOR,1150386.26893,1892564.85565,"(41.8611, -87.723443)"
NOETHLING (GRACE),425,DOG FRIENDLY AREA,OUTDOOR,1169304.3347700001,1918029.54947,"(41.930587, -87.653258)"
NORMANDY,1054,BASKETBALL COURT,OUTDOOR,1132861.39912,1869439.8077400001,"(41.797964, -87.788313)"
NORMANDY,1054,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1132748.77238,1869683.04938,"(41.798634, -87.78872)"
NORMANDY,1054,BASEBALL JR/SOFTBALL,OUTDOOR,1132665.20398,1869523.3416899999,"(41.798197, -87.789031)"
NORMANDY,1054,PLAYGROUND,OUTDOOR,1132681.6911500001,1869428.81629,"(41.797937, -87.788972)"
NORMANDY,1054,VOLLEYBALL,OUTDOOR,1132811.3887199999,1869439.8077400001,"(41.797965, -87.788496)"
NORTH MAYFAIR,90,PLAYGROUND PARK,OUTDOOR,1145011.01721,1933421.0534600001,"(41.973316, -87.742141)"
NORTH PARK NATURE CENTER,533,NATURE CENTER,SPECIAL,1149814.0476299999,1938800.3615999999,"(41.987985, -87.724338)"
NORTHERLY ISLAND,34,BEACH,OUTDOOR,1181931.25636,1893746.82868,"(41.86367, -87.607612)"
NORWOOD,141,BASKETBALL COURT,OUTDOOR,1131200.17475,1937784.0863999999,"(41.985539, -87.792826)"
NORWOOD,141,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1131414.7245199999,1938197.5068300001,"(41.98667, -87.792028)"
NORWOOD,141,FITNESS CENTER,INDOOR,1130962.6752299999,1938243.59828,"(41.986804, -87.793689)"
NORWOOD,141,GYMNASIUM,INDOOR,1131012.3119399999,1938107.09724,"(41.986429, -87.79351)"
NORWOOD,141,BASEBALL JR/SOFTBALL,OUTDOOR,1131528.3125499999,1938112.2242000001,"(41.986434, -87.791612)"
NORWOOD,141,BASEBALL JR/SOFTBALL,OUTDOOR,1131376.72722,1938340.4940800001,"(41.987063, -87.792164)"
NORWOOD,141,BASEBALL JR/SOFTBALL,OUTDOOR,1131134.1906300001,1938413.6117199999,"(41.987268, -87.793054)"
NORWOOD,141,POOL (OUTDOOR),OUTDOOR,1131046.8063000001,1938322.6604599999,"(41.98702, -87.793378)"
NORWOOD,141,PLAYGROUND,OUTDOOR,1130864.90377,1938492.07941,"(41.987488, -87.794043)"
NORWOOD,141,SPORT ROLLER COURT,OUTDOOR,1131077.12316,1937771.6031599999,"(41.985507, -87.793279)"
NORWOOD,141,BASEBALL SR,OUTDOOR,1131248.3255799999,1937935.6717300001,"(41.985954, -87.792646)"
NORWOOD,141,TENNIS COURT,OUTDOOR,1131012.9225000001,1937880.38772,"(41.985807, -87.793513)"
NORWOOD,141,TENNIS COURT,OUTDOOR,1131062.8564599999,1937892.8712899999,"(41.98584, -87.793329)"
NORWOOD,141,TENNIS COURT,OUTDOOR,1131107.4403599999,1937908.92145,"(41.985883, -87.793165)"
NORWOOD,141,TENNIS COURT,OUTDOOR,1131152.0242600001,1937921.4050199999,"(41.985917, -87.793)"
NORWOOD,141,TRACK,OUTDOOR,1131373.1606300001,1938130.05782,"(41.986486, -87.792182)"
NORWOOD,141,WATER SLIDE,OUTDOOR,1131102.0903100001,1938295.9101799999,"(41.986945, -87.793175)"
OAKDALE,235,BASKETBALL COURT,OUTDOOR,1170917.86271,1841284.2069000001,"(41.719955, -87.649573)"
OAKDALE,235,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1171196.0750800001,1841518.31601,"(41.720591, -87.648547)"
OAKDALE,235,BASEBALL JR/SOFTBALL,OUTDOOR,1171071.8627299999,1841664.5562,"(41.720995, -87.648998)"
OAKDALE,235,BASEBALL JR/SOFTBALL,OUTDOOR,1171326.1177999999,1841635.6163000001,"(41.72091, -87.648068)"
OAKDALE,235,BASEBALL JR/SOFTBALL,OUTDOOR,1171329.21851,1841377.2270500001,"(41.720201, -87.648064)"
OAKDALE,235,POOL (OUTDOOR),OUTDOOR,1171015.0170400001,1841142.60974,"(41.719564, -87.649222)"
OAKDALE,235,PLAYGROUND,OUTDOOR,1171430.5073500001,1841172.58277,"(41.719637, -87.647699)"
OAKDALE,235,SPRAY FEATURE,OUTDOOR,1171282.7084300001,1841186.0190999999,"(41.719677, -87.64824)"
OAKDALE,235,BASEBALL SR,OUTDOOR,1171035.68826,1841411.3345900001,"(41.720301, -87.649138)"
OAKLEY,1137,PLAYGROUND PARK,OUTDOOR,1162278.6224400001,1861761.4103600001,"(41.776331, -87.680648)"
OGDEN (WILLIAM),8,BASKETBALL COURT,OUTDOOR,1168390.5787200001,1862199.9124400001,"(41.777405, -87.658229)"
OGDEN (WILLIAM),8,BASKETBALL COURT,OUTDOOR,1168453.2423099999,1862202.5236500001,"(41.777411, -87.657999)"
OGDEN (WILLIAM),8,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1168701.7592,1860994.4020499999,"(41.77409, -87.657123)"
OGDEN (WILLIAM),8,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1168680.9957900001,1861731.5062200001,"(41.776113, -87.657178)"
OGDEN (WILLIAM),8,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1168683.5909299999,1861370.74021,"(41.775123, -87.657179)"
OGDEN (WILLIAM),8,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169283.1369700001,1861892.42322,"(41.776542, -87.654966)"
OGDEN (WILLIAM),8,FITNESS CENTER,INDOOR,1169174.1286599999,1861391.50395,"(41.77517, -87.65538)"
OGDEN (WILLIAM),8,GYMNASIUM,INDOOR,1169207.86941,1861339.5952600001,"(41.775027, -87.655258)"
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR,1168936.2731699999,1860988.4184699999,"(41.774069, -87.656263)"
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR,1168440.18722,1861116.3565400001,"(41.774431, -87.658078)"
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR,1168434.9654399999,1861254.7381500001,"(41.77481, -87.658093)"
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR,1168427.1324499999,1861601.9986099999,"(41.775764, -87.658112)"
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR,1168931.0513899999,1861677.7169600001,"(41.77596, -87.656263)"
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR,1168925.82929,1861803.0438099999,"(41.776305, -87.656278)"
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR,1168709.1181099999,1862014.5332200001,"(41.77689, -87.657067)"
OGDEN (WILLIAM),8,POOL (OUTDOOR),OUTDOOR,1169299.1992800001,1861346.1224799999,"(41.775043, -87.654923)"
OGDEN (WILLIAM),8,PLAYGROUND,OUTDOOR,1169320.0870300001,1861066.74771,"(41.774275, -87.654854)"
OGDEN (WILLIAM),8,PLAYGROUND,OUTDOOR,1168343.5811099999,1860463.6117799999,"(41.772642, -87.658451)"
OGDEN (WILLIAM),8,PLAYGROUND,OUTDOOR,1168646.4545199999,1862194.6906600001,"(41.777385, -87.657291)"
OGDEN (WILLIAM),8,BASEBALL SR,OUTDOOR,1168445.4093200001,1860690.7668399999,"(41.773263, -87.658071)"
OGDEN (WILLIAM),8,BASEBALL SR,OUTDOOR,1168416.6885800001,1861742.99144,"(41.776151, -87.658146)"
OGDEN (WILLIAM),8,TENNIS COURT,OUTDOOR,1169155.59556,1860526.2753699999,"(41.772796, -87.655473)"
OGDEN (WILLIAM),8,TENNIS COURT,OUTDOOR,1169197.3710700001,1860536.71924,"(41.772824, -87.655319)"
OGDEN (WILLIAM),8,TENNIS COURT,OUTDOOR,1169239.1465799999,1860541.94102,"(41.772837, -87.655166)"
OGDEN (WILLIAM),8,TENNIS COURT,OUTDOOR,1169286.1441899999,1860552.3852200001,"(41.772865, -87.654994)"
OGDEN (WILLIAM),8,TRACK,OUTDOOR,1169218.2588200001,1861876.1512800001,"(41.776499, -87.655204)"
OGDEN (WILLIAM),8,WATER PLAYGROUND,OUTDOOR,1169366.0016399999,1860923.0737900001,"(41.77388, -87.65469)"
O'HALLAREN (BERNARD),1012,BASKETBALL COURT,OUTDOOR,1165634.2351500001,1849265.22899,"(41.741969, -87.6687)"
O'HALLAREN (BERNARD),1012,BASKETBALL COURT,OUTDOOR,1165676.8190599999,1849265.22899,"(41.741969, -87.668544)"
O'HALLAREN (BERNARD),1012,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165292.3683800001,1849324.2236200001,"(41.742139, -87.669951)"
O'HALLAREN (BERNARD),1012,BASEBALL JR/SOFTBALL,OUTDOOR,1165218.3632799999,1849548.8193000001,"(41.742757, -87.670216)"
O'HALLAREN (BERNARD),1012,BASEBALL JR/SOFTBALL,OUTDOOR,1165444.8729999999,1849311.4369000001,"(41.7421, -87.669393)"
O'HALLAREN (BERNARD),1012,BASEBALL JR/SOFTBALL,OUTDOOR,1165244.63849,1849065.90032,"(41.741431, -87.670133)"
O'HALLAREN (BERNARD),1012,PLAYGROUND,OUTDOOR,1165655.98019,1849571.4701799999,"(41.742809, -87.668612)"
O'HALLAREN (BERNARD),1012,SPRAY FEATURE,OUTDOOR,1165672.2888799999,1849354.0208099999,"(41.742212, -87.668558)"
O'HALLAREN (BERNARD),1012,TENNIS COURT,OUTDOOR,1165675.91289,1849093.9875399999,"(41.741499, -87.668552)"
O'HALLAREN (BERNARD),1012,TENNIS COURT,OUTDOOR,1165723.93313,1849096.7057099999,"(41.741505, -87.668376)"
O'HALLAREN (BERNARD),1012,VOLLEYBALL,OUTDOOR,1165712.1546199999,1849190.93386,"(41.741764, -87.668417)"
OHIO,1139,BASKETBALL COURT,OUTDOOR,1144568.9872600001,1903657.9450099999,"(41.891652, -87.744518)"
OHIO,1139,PLAYGROUND,OUTDOOR,1144644.5097399999,1903678.8727899999,"(41.891708, -87.74424)"
OHIO,1139,SPRAY FEATURE,OUTDOOR,1144664.75511,1903630.1927700001,"(41.891574, -87.744167)"
OHIO & HARDING,1138,BASKETBALL COURT,OUTDOOR,1150047.4766299999,1903786.88668,"(41.891901, -87.724395)"
OHIO & HARDING,1138,PLAYGROUND PARK,OUTDOOR,1150054.7991200001,1903868.2054099999,"(41.892124, -87.724366)"
OLYMPIA,60,BASKETBALL COURT,OUTDOOR,1124821.6442,1942803.05504,"(41.99942, -87.816175)"
OLYMPIA,60,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1124880.72447,1942538.3006500001,"(41.998692, -87.815964)"
OLYMPIA,60,GYMNASIUM,INDOOR,1125090.7975399999,1942799.4333299999,"(41.999405, -87.815185)"
